label,score,sentence
environmental,0.9575114846229553,"In addition, the successful installation of our energy storage products is dependent upon the availability of and timely connection to the local electric grid."
environmental,0.9967923760414124,Our customers may be unable to obtain the required consent and authorization of local utilities to ensure successful interconnection to energy grids to enable the successful discharge of renewable energy.
environmental,0.9828622937202454,"There has been sizable increases in the recent months in the cost of certain metals, including lithium carbonate and lithium hydroxide, which has led to an increase in the price of lithium-ion batteries, Our revenue growth is directly tied to the continued adoption of energy storage products by our customers, which may be affected by commodity raw material price fluctuations, including lithium-ion batteries."
environmental,0.9841820597648621,"Accordingly, we cannot guarantee that they follow ethical business practices, such as fair wage practices and compliance with environmental, safety, and other local laws."
environmental,0.5045444369316101,"We have entered into long-term supply agreements with certain suppliers and contract manufacturers of batteries, inverters, and other components of our energy storage products."
environmental,0.99472975730896,"Certain of our suppliers also supply products and components to other businesses, including businesses engaged in the production of electric vehicles, renewable energy production, consumer electronics and other industries unrelated to energy storage products."
environmental,0.8745958209037781,"If we fail to maintain those relationships, or if AES or Siemens decide to reduce their energy storage activities in the future, it could impact our sales and our growth would be even more reliant on our ability to recruit new customers."
environmental,0.7213645577430725,We rely on third-party general contractors to install energy storage products at our customers sites.
environmental,0.9929854273796082,"On rare occasions, lithium-ion batteries can rapidly release the energy they contain by venting smoke and flames in a manner that can ignite nearby materials as well as other lithium-ion batteries."
environmental,0.9246676564216614,"For example, in April 2019, the McMicken energy storage facility in Arizona experienced a thermal event and subsequent explosion, injuring several first responders and making the facility inoperable."
environmental,0.9797502756118774,"Also, negative public perception regarding the suitability of lithium-ion batteries for energy applications or any future incident involving lithium-ion batteries, such as a plant, vehicle or other fire, even if such incident does not involve hardware provided by us, could adversely affect our business and reputation."
environmental,0.9805706143379211,"For example, on September 4, 2021, a 300 MW energy storage facility owned by one of our customers experienced an overheating event."
environmental,0.676347553730011,"Fluence served as the energy storage technology provider and designed and installed portions of the facility, which was completed earlier in fiscal year 2021."
environmental,0.963059663772583,"In addition, Fluence Mosaic generates artificial intelligence-enabled bid recommendations for utility-scale storage and renewable generation assets, enabling customers to optimize asset trading in wholesale electricity markets."
environmental,0.9363641142845154,"Fluence Nispera, which optimizes renewable asset performance with real-time monitoring, automated reporting, and AI-powered analytics, integrates asset data with intelligent machine learning models and visualization tools."
environmental,0.9693112969398499,"Cancellation rates may be impacted by factors outside of our control including an inability to install an energy storage product at the customers chosen location because of permitting or other regulatory issues, unanticipated changes in the cost or availability of alternative sources of electricity available to the customer, or other reasons unique to each customer."
environmental,0.8815338015556335,Pipeline is monitored by management to understand the growth of our Company and our estimated future revenue related to customer contracts for our battery-based energy storage products and services.
environmental,0.6339529156684875,"Our customers operate in a relatively new industry and have based their commitments to us on assumptions about future energy prices, demand levels, regulatory regimes and incentives, among other factors."
environmental,0.5938626527786255,"Such issues may, and from time to time have, result in financial losses, including losses resulting from our failure to deliver or install our energy storage products on a contractually agreed timeframe, or losses resulting from agreed warranty or indemnity terms."
environmental,0.7244822382926941,"Furthermore, issues and incidents involving our customers or their facilities at which our energy storage products are located, whether or not attributable to our energy storage products, may have an adverse effect on our reputation and customer relationships."
environmental,0.9962393045425415,"If renewable energy technologies are not suitable for widespread adoption or sufficient demand for our hardware and software-enabled services does not develop or takes longer to develop than we anticipate, our sales may decline, and we may be unable to achieve or sustain profitability."
environmental,0.994607150554657,"The market for renewable, distributed energy generation is emerging and rapidly evolving, and its future success is uncertain."
environmental,0.9940574169158936,"If renewable energy generation proves unsuitable for widespread commercial deployment or if demand for our renewable energy hardware and software-enabled services fails to develop as anticipated, we would be unable to achieve expected level of sales and revenue and market share."
environmental,0.9966377019882202,"The assumptions relating to our market opportunity include, but are not limited to, the following: (i) according to BloombergNEF, global energy storage capacity grew 63% per annum between 2015 and 2020 and is expected to grow at a further 21% compound annual growth rate through 2030 based on the Energy Storage Market Outlook dated October 2022 ; (ii) declines in lithium-ion battery costs and in the cost of renewable generation; (iii) growing demand for renewable energy; and (iv) increased complexity of the electrical grid."
environmental,0.9714870452880859,"Existing electric utility industry policies and regulations, and any subsequent changes, may present technical, regulatory, and economic barriers to the purchase and use of energy storage products that may significantly reduce demand for our products or harm our ability to compete."
environmental,0.9699966907501221,"Federal, state, local, and foreign government regulations and policies concerning the broader electric utility industry, as well as internal policies and regulations promulgated by electric utilities and organized electric markets with respect to fees, practices, and rate design, can influence the market for energy storage products and services."
environmental,0.9963397979736328,"For example, changes in fee structures, electricity pricing structures, and system permitting, interconnection, and operating requirements can deter purchases of renewable energy products by reducing anticipated revenues or increasing costs or regulatory burdens for would-be system purchasers."
environmental,0.5579556822776794,"The resulting reductions in demand for energy storage products could harm our business, prospects, financial condition, and results of operations."
environmental,0.9956438541412354,"Among other requirements, PURPA mandates that electric utilities buy the output of certain renewable generators below established capacity thresholds."
environmental,0.992220938205719,"FERCs PURPA reforms include modifications (1) to how regulators and electric utilities may establish avoided cost rates for new contracts; (2) that reduce from 20 MW to 5 MW the capacity threshold above which a renewable-energy qualifying facility is rebuttably presumed to have nondiscriminatory market access, thereby removing the requirement for utilities to purchase its output; (3) that require regulators to establish criteria for determining when an electric utility incurs a legally enforceable obligation to purchase from a PURPA facility; and (4) that reduce barriers for third parties to challenge PURPA eligibility."
environmental,0.9934083223342896,"In general, FERCs PURPA reforms have the potential to reduce prices for the output from certain new renewable generation projects while also narrowing the scope of PURPA eligibility for new projects."
environmental,0.7193484902381897,"These effects could reduce demand for PURPA-eligible battery energy storage products and could harm our business, prospects, financial condition, and results of operations."
environmental,0.985471248626709,"Any changes to government, utility, or electric market regulations or policies that favor electric utilities or other market participants could reduce the competitiveness of battery energy storage products and cause a significant reduction in demand for our products and services and adversely impact our growth."
environmental,0.8729694485664368,"The economic benefit of our energy storage products to our customers includes, among other things, the benefit of reducing such customers payments to the local electric utility company."
environmental,0.8957182168960571,The rates at which electricity is available from a customers local electric utility company is subject to change and any changes in such rates may affect the relative benefits of our energy storage products.
environmental,0.9451865553855896,"Further, the local electric utility may impose departing load, standby or other charges on our customers in connection with their acquisition of our energy storage products, the amounts of which are outside of our control and which may have a material impact on the economic benefit of our energy storage products to our customers."
environmental,0.9459720849990845,Changes in the rates offered by local electric utilities and/or in the applicability or amounts of charges and other fees imposed by such utilities on customers acquiring our energy storage products could adversely affect the demand for our energy storage products.
environmental,0.9966367483139038,An increase in interest rates or a reduction in the availability of tax equity or project debt capital in the global financial markets could make it difficult for end customers to finance the cost of a renewable energy storage system and could reduce the demand for our products.
environmental,0.9971262812614441,"As a result, an increase in interest rates or a reduction in the supply of project debt or tax equity financing could reduce the number of customer projects that receive financing or otherwise make it difficult for our customers or their customers to secure the financing necessary to construct a renewable energy system on favorable terms, or at all, and thus lower demand for our products, which could limit our growth or reduce our net sales."
environmental,0.9973135590553284,"In addition, we believe that a significant percentage of end-users construct renewable energy storage systems as an investment, funding a significant portion of the initial capital expenditure with financing from third parties."
environmental,0.9963668584823608,"We may incur obligations, liabilities, or costs under environmental, health, and safety laws, which could have an adverse impact on our business, financial condition, and results of operations."
environmental,0.9979267120361328,"We are required to comply with national, state, local, and foreign laws and regulations regarding the protection of the environment, health, and safety."
environmental,0.9742920994758606,"In addition, future developments such as more aggressive enforcement policies or the discovery of presently unknown environmental conditions may require expenditures that could have an adverse effect on our business, financial condition, and results of operations."
environmental,0.9977864027023315,"The reduction, elimination, or expiration of government incentives for, or regulations mandating the use of, renewable energy could reduce demand for energy storage products and harm our business."
environmental,0.9976944327354431,"Federal, state, local, and foreign government bodies provide incentives to owners, end users, distributors, system integrators and manufacturers of renewable energy products to promote renewable electricity in the form of rebates, tax credits and other financial incentives."
environmental,0.9962418079376221,"The reduction, elimination, or expiration of government incentives for grid-connected electricity may negatively affect the competitiveness of our offerings relative to conventional renewable sources of electricity and could harm or halt the growth of our industry and our business."
environmental,0.9971399307250977,"These subsidies and incentives may expire on a particular date, end when the allocated funding is exhausted or be reduced or terminated as renewable energy adoption rates increase or as a result of legal challenges, the adoption of new statutes or regulations, or the passage of time."
environmental,0.9758108854293823,"In August 2022, the United States passed the Inflation Reduction Act of 2022 (the IRA), which includes a number of government incentives that support the adoption of energy storage products and services and are anticipated to benefit the Company and its operations."
environmental,0.9962900876998901,"Revenue from any projects we support may be adversely affected if there is a decline in public acceptance or support of renewable energy, or regulatory agencies, local communities, or other third parties delay, prevent, or increase the cost of constructing and operating customer projects."
environmental,0.9976174235343933,"Certain persons, associations and groups could oppose renewable energy projects in general or our customers projects specifically, citing, for example, misuse of water resources, landscape degradation, land use, food scarcity or price increase, and harm to the environment."
environmental,0.9967468976974487,"Moreover, regulation may restrict the development of renewable energy plants in certain areas."
environmental,0.9967009425163269,"In order to develop a renewable energy project, our customers are typically required to obtain, among other things, environmental impact permits or other authorizations and building permits, which in turn require environmental impact studies to be undertaken and public hearings and comment periods to be held during which any person, association, or group may oppose a project."
environmental,0.9978165626525879,"Severe weather events, including the effects of climate change, are inherently unpredictable and may have a material adverse effect on our financial results and financial condition."
environmental,0.9976961016654968,"Our business, including our customers and suppliers, may be exposed to severe weather events and natural disasters, such as tornadoes, tsunamis, tropical storms (including hurricanes), earthquakes, windstorms, hailstorms, severe thunderstorms, wildfires, and other fires, which could cause operating results to vary significantly from one period to the next."
environmental,0.9967613816261292,The incidence and severity of severe weather conditions and other natural disasters are inherently unpredictable.
environmental,0.9975571632385254,"Climate change may affect the occurrence of certain natural events, such as an increase in the frequency or severity of wind and thunderstorm events, and tornado or hailstorm events due to increased convection in the atmosphere; more frequent wildfires and subsequent landslides in certain geographies; higher incidence of deluge flooding; and the potential for an increase in severity of the hurricane events due to higher sea surface temperatures."
environmental,0.9978340268135071,"Additionally, climate change may adversely impact the demand, price, and availability of insurance."
environmental,0.9977818131446838,"Due to significant variability associated with future changing climate conditions, we are unable to predict the impact climate change will have on our business."
environmental,0.8367784023284912,"Despite our implementation of reasonable security measures, like those of other companies, are vulnerable to damages from computer viruses, natural disasters, fire, power loss, telecommunications failures, personnel misconduct, human error, unauthorized access, physical or electronic security breaches, cyber-attacks (including malicious and destructive code, phishing attacks, ransomware, and denial of service attacks), and other similar disruptions."
environmental,0.7988671660423279,"Our Continuing Equity Owners are not restricted from competing with us in the energy storage business, including as a result of acquiring a company that operates an energy storage business."
environmental,0.5959899425506592,"In addition, since our energy storage product is a new type of product in a nascent market, we have in the past needed and may in the future need to seek the amendment of existing regulations or, in some cases, the creation of new regulations, in order to operate our business in some jurisdictions."
environmental,0.9811567068099976,"The corporate office space and the testing facility in Erlangen are ISO 9001, ISO , and ISO certified (quality, environmental and safety certifications, respectively)."
environmental,0.9866381883621216,"From time to time, we may be involved in litigation relating to claims that arise out of our operations and businesses and that cover a wide range of matters, including, among others, intellectual property matters, contract disputes, insurance and property damage claims, employment claims, personal injury claims, product liability claims, environmental claims and warranty claims."
environmental,0.995618999004364,"Performance Graph The following graph compares the total stockholder return from October 28, 2021, the date on which our Class A common stock commenced trading on the Nasdaq Global Select Market through September 30, 2022 of (i) our Class A common stock, (ii) the NASDAQ Clean Edge Green Energy Index Fund (QCLN), and (iii) the NASDAQ Composite Index."
environmental,0.6551114320755005,"Fluence served as the energy storage technology provider and designed and installed portions of the facility, which was completed in fiscal year 2021."
environmental,0.9890795350074768,Lithium-ion Battery Cost Our revenue growth is directly tied to the continued adoption of energy storage products by our customers.
environmental,0.9645368456840515,The cost of lithium-ion energy storage hardware has declined significantly in the last decade and has resulted in a large addressable market today.
environmental,0.9867808222770691,"The market for energy storage is rapidly evolving, and while we believe costs will continue to decline over the long term, there is no guarantee that they will decline or decline at the rates we expect, and the short-term increases predicted by BloombergNEF could be larger or last longer than they predict."
environmental,0.9972580671310425,"Increasing Deployment of Renewable Energy Deployment of renewable energy resources has accelerated over the last decade, and solar and wind have become a low-cost energy source."
environmental,0.9971190690994263,BloombergNEF estimates that renewable energy is expected to represent 70% of all new global capacity installations over the next ten years.
environmental,0.996037483215332,Energy storage is critical to reducing the intermittency and volatility of renewable energy generation.
environmental,0.996970534324646,"However, there is no guarantee that the deployment of renewable energy will occur at the rate estimated by BloombergNEF."
environmental,0.9917699098587036,"Inflationary pressures, supply chain disruptions, geo-political stresses such as the Russia-Ukraine conflict, and other factors could result in fluctuations in demand for and deployment of renewable energy resources, adversely affecting our revenue and ability to generate profits in the future."
environmental,0.5298561453819275,"Competition The market for our products is competitive, and we may face increased competition as new and existing competitors introduce energy storage solutions and components."
environmental,0.9584112167358398,"Total Revenue We generate revenue from the sale of energy storage products, service agreements with customers to provide operational services related to battery-based energy storage products, and from digital application contracts."
environmental,0.8039737343788147,"When we sell a battery-based energy storage product, we enter into a contract with our customers covering the price, specifications, delivery dates and warranty for the products being purchased, among other things."
environmental,0.6848102807998657,Our revenue growth is dependent on continued growth in the amount of battery-based energy storage products projects constructed each year and our ability to increase our share of demand in the geographic regions where we currently compete and plan to compete in the future as well as our ability to continue to develop and commercialize new and innovative products that address the changing technology and performance requirements of our customers.
environmental,0.898348331451416,Pipeline is monitored by management to understand the anticipated growth of our Company and our estimated future revenue related to customer contracts for our battery-based energy storage products and services.
environmental,0.9525467753410339,"Our revenue was generated primarily from sale of battery-based energy storage products, providing operational services related to energy storage products, and providing digital applications and solutions."
environmental,0.9667242765426636,"Sale of Energy Storage Products The Company enters into contracts with utility companies, developers, and C&I customers to design and build battery-based energy storage products."
environmental,0.9596254229545593,The Company also enters into long-term service agreements with customers to provide operational services related to purchased battery-based energy storage products.
environmental,0.9708489775657654,Contracts involving the Fluence Trading Platform are generally entered into with commercial entities that control utility-scale storage and renewable generation assets.
environmental,0.9895205497741699,Fluence Trading Platform arrangements consist of a promise to provide access to proprietary cloud-based Software-as-a-Service (SaaS) to promote enhanced financial returns on the utility-scale storage and renewable generation assets.
environmental,0.9887464642524719,"In April 2022, Fluence Energy, LLC acquired Nispera, which is a Zurich-based provider of artificial intelligence (AI) and machine learning-enabled software-as-a-service (SaaS) targeting the renewable energy sector."
environmental,0.9823236465454102,These advances are recovered through the receipt of goods and services mainly used in the production of battery-based energy storage products.
environmental,0.9844456315040588,"Revenue from Sale of Energy Storage Products: The Company enters into contracts with utility companies, developers, and commercial and industrial customers to design and build battery-based energy storage products."
environmental,0.9561476111412048,Revenue from Services: The Company also enters into long-term service agreements with customers to provide operational services related to battery-based energy storage products.
environmental,0.9934896230697632,"In April 2022, the Company acquired Nispera AG, a Zurich based provider of artificial intelligence (AI) and machine learning-enabled Software-as-a-Service (SaaS) targeting the renewable energy sector."
environmental,0.9708489775657654,Contracts involving the Fluence Trading Platform are generally entered into with commercial entities that control utility-scale storage and renewable generation assets.
environmental,0.9890490770339966,Fluence Trading Platform arrangements consist of a promise to provide access to proprietary cloud-based Software-as-a-Service to promote enhanced financial returns on the utility-scale storage and renewable generation assets.
environmental,0.6999317407608032,"The Company has three suppliers of battery modules, which is a major component of energy storage products, accounting for approximately 64%, 28% and 8% of battery module purchases in the fiscal year ended September 30, 2022, respectively."
environmental,0.8994832634925842,"Business Combination During April 2022, the Company entered into a share sale purchase agreement and acquired all outstanding shares, the assets and assumed the liabilities of Nispera AG (Nispera), a Zurich based provider of artificial intelligence (AI) and machine learning-enabled software-as-a-service (SaaS) targeting the renewable energy sector."
environmental,0.995859682559967,"Nisperas advanced technology helps customers monitor, analyze, forecast, and optimize the performance and value of renewable energy assets."
environmental,0.9972857236862183,"On August 16, 2022, the US enacted the Inflation Reduction Act of 2022, which, among other things, implements a 15% minimum tax on book income of certain large corporations effective in 2024, a 1% excise tax on net stock repurchases after December 31, 2022 and several tax incentives to promote clean energy."
environmental,0.7372033596038818,"Fluence served as the energy storage technology provider designed and installed portions of the facility, which was completed in fiscal year 2021."
